,ID,town,districts,street,Գին,Գին (Ք.Մ.),Սանհանգույց,Շինության տիպը,Առաստաղի բարձրություն,Վիճակը,Մակերես,Սենյակ,Հարկ/Հարկանի
1535,151046,Երևան, Արաբկիր, Ն. Տիգրանյան փող փակ,"144,000","2,441",1,Մոնոլիտ,3 Մ,Վերանորոգված,59 Ք.Մ.,2,5/11
1536,151041,Երևան, Կենտրոն, Արգիշտի փող,"160,000","2,963",1,Մոնոլիտ,3 Մ,Լավ,54 Ք.Մ.,2,10/14
1537,144765,Երևան, Կենտրոն, Չարենցի փող,"250,000","3,012",1,Քարե,2.8 Մ,Վերանորոգված,83 Ք.Մ.,3,2/5
1538,149086,Երևան, Կենտրոն, Անտառային փող,"238,000","2,833",2,Մոնոլիտ,3 Մ,Վերանորոգված,84 Ք.Մ.,2,2/5
1539,149082,Երևան, Կենտրոն, Սարյան փող,"350,000","3,889",1,Քարե,3.2 Մ,Վերանորոգված,90 Ք.Մ.,3,5/5
1540,149056,Երևան, Կենտրոն, Սայաթ-Նովայի պող,"450,000","3,333",2,Մոնոլիտ,3 Մ,Վերանորոգված,135 Ք.Մ.,4,6/15
1541,149052,Երևան, Կենտրոն, Անտառային փող,"440,000","3,860",2,Մոնոլիտ,3 Մ,Վերանորոգված,114 Ք.Մ.,4,2/5
1542,149050,Երևան, Կենտրոն, Պարոնյան փող,"800,000","3,478",3,Մոնոլիտ,3 Մ,Վերանորոգված,230 Ք.Մ.,4,7/11
1543,148585,Երևան, Արաբկիր, Համբարձումյան փող,"565,000","2,108",3,Մոնոլիտ,3 Մ,Վերանորոգված,268 Ք.Մ.,3,3/14
1544,143510,Երևան, Արաբկիր, Բաղրամյան պող(Արաբկիր),"152,000","2,375",1,Քարե,3.2 Մ,Վերանորոգված,64 Ք.Մ.,2,5/5
1545,143509,Երևան, Դավթաշեն, Դավթաշեն 1 թաղ.,"143,000","1,459",1,Պանելային,2.8 Մ,Վերանորոգված,98 Ք.Մ.,3,9/9
1546,143501,Երևան, Դավթաշեն, Դավթաշեն 3 թաղ,"122,000","1,877",1,Պանելային,2.8 Մ,Վերանորոգված,65 Ք.Մ.,3,6/9
1547,143500,Երևան, Դավթաշեն, Դավթաշեն 3 թաղ,"150,000","1,875",1,Պանելային,2.8 Մ,Վերանորոգված,80 Ք.Մ.,3,8/14
1548,143499,Երևան, Արաբկիր, Գրիբոեդովի փող,"185,000","2,256",1,Քարե,2.8 Մ,Վերանորոգված,82 Ք.Մ.,3,5/5
1549,150921,Երևան, Կենտրոն, Սայաթ-Նովայի պող,"360,000","4,000",1,Պանելային,2.8 Մ,Լավ,90 Ք.Մ.,3,12/12
1550,150888,Երևան, Արաբկիր, Հակոբյան փող,"165,000","1,634",1,Այլ,2.8 Մ,Լավ,101 Ք.Մ.,3,4/5
1551,147804,Երևան, Արաբկիր, Բաբայան փող,"88,000","1,872",1,Քարե,2.8 Մ,Լավ,47 Ք.Մ.,2,2/6
1552,142377,Երևան, Կենտրոն, Անտառային,"200,000","3,125",1,Մոնոլիտ,3 Մ,Վերանորոգված,64 Ք.Մ.,3,4/5
1553,145502,Երևան, Կենտրոն, Անտառային,"240,000","2,286",2,Մոնոլիտ,3 Մ,Վերանորոգված,105 Ք.Մ.,3,2/5
1554,144949,Երևան, Կենտրոն, Խորենացու փող,"190,000","2,235",1,Պանելային,2.8 Մ,Վերանորոգված,85 Ք.Մ.,3,8/10
1555,150357,Երևան, Կենտրոն, Մաշտոցի պող,"275,000","3,125",1,Քարե,3 Մ,Լավ,88 Ք.Մ.,3,2/4
1556,150349,Երևան, Քանաքեռ-Զեյթուն, Սևակի փող,"145,000","1,747",1,Մոնոլիտ,3 Մ,Վերանորոգված,83 Ք.Մ.,2,8/14
1557,145403,Երևան, Նոր Նորք, Գյուրջյան փող,"165,000","1,919",1,Մոնոլիտ,3 Մ,Վերանորոգված,86 Ք.Մ.,3,8/8
1558,144637,Երևան, Դավթաշեն, Դավթաշեն 3 թաղ,"127,000","2,048",1,Պանելային,2.8 Մ,Վերանորոգված,62 Ք.Մ.,3,7/9
1559,135913,Երևան, Կենտրոն, Քաջազնունու փող,"150,000","2,273",1,Այլ,2.8 Մ,Լավ,66 Ք.Մ.,3,3/10
1560,149597,Երևան, Կենտրոն, Զարոբյան(Զարուբյան) փող,"215,000","4,674",1,Մոնոլիտ,3 Մ,Վերանորոգված,46 Ք.Մ.,2,2/6
1561,147235,Երևան, Կենտրոն, Սարյան փող,"450,000","3,516",2,Մոնոլիտ,3 Մ,Վերանորոգված,128 Ք.Մ.,3,4/6
1562,147243,Երևան, Արաբկիր, Ա. Խաչատրյան փող,"320,000","3,107",2,Մոնոլիտ,3 Մ,Վերանորոգված,103 Ք.Մ.,3,5/13
1563,147240,Երևան, Կենտրոն, Ձորափի փող,"215,000","2,867",1,Մոնոլիտ,3.2 Մ,Վերանորոգված,75 Ք.Մ.,2,6/14
1564,145491,Երևան, Կենտրոն, Կորյուն փող  նրբ,"335,000","2,428",2,Քարե,2.8 Մ,Վերանորոգված,138 Ք.Մ.,4,4/5
1565,139299,Երևան, Կենտրոն, Պուշկինի փող,"835,000","4,799",3,Մոնոլիտ,3 Մ,Վերանորոգված,174 Ք.Մ.,4,6/9
1566,142967,Երևան, Կենտրոն, Սարյան փող,"220,000","2,588",1,Պանելային,2.8 Մ,Վերանորոգված,85 Ք.Մ.,4,15/16
1567,143896,Երևան, Ավան, Պարույր Սևակ թաղ.,"150,000","2,830",1,Մոնոլիտ,2.8 Մ,Վերանորոգված,53 Ք.Մ.,2,13/13
1568,141535,Երևան, Արաբկիր, Տոլբուխինի փող,"228,000","2,505",1,Մոնոլիտ,2.8 Մ,Վերանորոգված,91 Ք.Մ.,3,9/11
1569,141959,Երևան, Արաբկիր, Մալխասյանց փող,"290,000","2,231",2,Մոնոլիտ,2.8 Մ,Լավ,130 Ք.Մ.,4,6/14
1570,142916,Երևան, Կենտրոն, Արգիշտի փող,"145,000","2,959",1,Մոնոլիտ,2.8 Մ,Վերանորոգված,49 Ք.Մ.,2,3/4
1571,143894,Երևան, Դավթաշեն, Սասնա Ծռեր փող.,"175,000","2,612",1,Մոնոլիտ,2.8 Մ,Վերանորոգված,67 Ք.Մ.,3,11/20
1572,145542,Երևան, Կենտրոն, Աղայան փող,"210,000","3,000",1,Պանելային,2.8 Մ,Վերանորոգված,70 Ք.Մ.,3,7/16
1573,146053,Երևան, Արաբկիր, Ն. Զարյան փող,"210,000","2,625",1,Մոնոլիտ,2.8 Մ,Վերանորոգված,80 Ք.Մ.,2,10/15
1574,146054,Երևան, Արաբկիր, Սունդուկյան փող,"115,000","2,300",1,Պանելային,2.8 Մ,Վերանորոգված,50 Ք.Մ.,3,7/9
1575,146663,Երևան, Կենտրոն, Քաջազնունու փող,"100,000","2,174",1,Քարե,2.8 Մ,Լավ,46 Ք.Մ.,2,3/5
1576,150210,Երևան, Դավթաշեն, Միկոյան փող,"145,000","2,266",1,Մոնոլիտ,3 Մ,Վերանորոգված,64 Ք.Մ.,2,2/16
1577,148248,Երևան, Կենտրոն, Զաքյան փող․ 1-ին նրբանցք,"157,000","2,661",1,Քարե,2.8 Մ,Վերանորոգված,59 Ք.Մ.,2,3/5
1578,148279,Երևան, Կենտրոն, Սարյան փող,"125,000","3,289",1,Պանելային,2.8 Մ,Վերանորոգված,38 Ք.Մ.,1,8/12
1579,150132,Երևան, Դավթաշեն, Դավթաշենի 2-րդ փող,"185,000","2,372",2,Մոնոլիտ,3 Մ,Լավ,78 Ք.Մ.,3,11/15
1580,150117,Երևան, Կենտրոն, Պուշկինի փող,"320,000","3,299",1,Մոնոլիտ,2.8 Մ,Վերանորոգված,97 Ք.Մ.,3,2/9
1581,135462,Երևան, Կենտրոն, Նալբանդյան փող,"360,000","4,737",1,Մոնոլիտ,2.8 Մ,Վերանորոգված,76 Ք.Մ.,3,5/12
1582,153718,Երևան, Արաբկիր, Ա. Խաչատրյան փող,"136,000","1,863",1,Քարե,2.8 Մ,Լավ,73 Ք.Մ.,3,3/5
1583,150505,Երևան, Արաբկիր, Աղբյուր Սերոբ փող,"235,000","3,561",1,Մոնոլիտ,3 Մ,Վերանորոգված,66 Ք.Մ.,2,6/7
1584,153680,Երևան, Քանաքեռ-Զեյթուն, Կ. Ուլնեցու փող.,"169,000","2,864",1,Մոնոլիտ,3 Մ,Վերանորոգված,59 Ք.Մ.,2,8/14
1585,153676,Երևան, Քանաքեռ-Զեյթուն, Կ. Ուլնեցու փող.,"280,000","2,545",2,Մոնոլիտ,3 Մ,Զրոյական,110 Ք.Մ.,3,13/16
1586,153679,Երևան, Կենտրոն, Սարյան փող,"360,000","3,711",1,Քարե,3.2 Մ,Լավ,97 Ք.Մ.,3,3/5
1587,138726,Երևան, Քանաքեռ-Զեյթուն, Սևակի փող,"440,000","2,126",2,Մոնոլիտ,3 Մ,Վերանորոգված,207 Ք.Մ.,4,15/15
1588,153551,Երևան, Կենտրոն, Մոսկովյան փող,"240,000","3,000",2,Պանելային,3 Մ,Վերանորոգված,80 Ք.Մ.,2,5/8
1589,144432,Երևան, Դավթաշեն, Դավթաշեն 2 թաղ,"132,000","1,361",1,Մոնոլիտ,3 Մ,Վերանորոգված,97 Ք.Մ.,3,8/9
1590,146155,Երևան, Կենտրոն, Ամիրյան փող,"620,000","5,167",2,Այլ,3 Մ,Վերանորոգված,120 Ք.Մ.,3,9/15
1591,152588,Երևան, Քանաքեռ-Զեյթուն, Կ. Ուլնեցու փող.,"270,000","1,929",2,Մոնոլիտ,3 Մ,Զրոյական,140 Ք.Մ.,3,6/12
1592,153595,Երևան, Կենտրոն, Թումանյան փող,"450,000","4,787",1,Մոնոլիտ,3 Մ,Վերանորոգված,94 Ք.Մ.,3,4/7
1593,153291,Երևան, Արաբկիր, Օրբելի Եղբայրների փող,"450,000","3,082",2,Մոնոլիտ,3 Մ,Վերանորոգված,146 Ք.Մ.,4,6/8
1594,153628,Երևան, Կենտրոն, Անտառային փող,"570,000","3,434",2,Մոնոլիտ,3 Մ,Վերանորոգված,166 Ք.Մ.,4,6/8
1595,149902,Երևան, Մալաթիա-Սեբաստիա, Լենինգրադյան փ,"290,000","2,231",2,Մոնոլիտ,2.8 Մ,Լավ,130 Ք.Մ.,4,14/16
1596,134008,Երևան, Կենտրոն, Սարմենի փող,"700,000","5,185",2,Մոնոլիտ,3 Մ,Վերանորոգված,135 Ք.Մ.,4,8/10
1597,151593,Երևան, Արաբկիր, Արղության փող,"235,000","2,938",1,Մոնոլիտ,3 Մ,Վերանորոգված,80 Ք.Մ.,3,11/14
1598,151629,Երևան, Դավթաշեն, Տիգրան Պետրոսյան փող.,"245,000","2,207",1,Մոնոլիտ,3 Մ,Վերանորոգված,111 Ք.Մ.,2,2/5
1599,149337,Երևան, Կենտրոն, Կողբացու փող,"210,000","3,387",1,Քարե,3.8 Մ,Վերանորոգված,62 Ք.Մ.,2,2/5
1600,152635,Երևան, Կենտրոն, Պուշկինի փող,"250,000","3,247",1,Քարե,3.2 Մ,Լավ,77 Ք.Մ.,2,2/5
1601,152281,Երևան, Արաբկիր, Կոմիտասի պող,"265,000","2,023",2,Մոնոլիտ,3 Մ,Վերանորոգված,131 Ք.Մ.,3,3/5
1602,151311,Երևան, Կենտրոն, Արգիշտի փող,"130,000","1,806",1,Մոնոլիտ,3 Մ,Լավ,72 Ք.Մ.,3,2/15
1603,153093,Երևան, Կենտրոն, Մաշտոցի պող,"170,000","3,696",1,Այլ,3.2 Մ,Վերանորոգված,46 Ք.Մ.,2,3/5
1604,143495,Երևան, Կենտրոն, Արգիշտի փող,"300,000","2,804",2,Մոնոլիտ,3 Մ,Վերանորոգված,107 Ք.Մ.,4,14/14
1605,140397,Երևան, Աջափնյակ, Ֆուչիկի փող,"154,000","1,901",1,Մոնոլիտ,3 Մ,Զրոյական,81 Ք.Մ.,3,13/15
1606,151384,Երևան, Արաբկիր, Արղության փող,"175,000","3,125",1,Մոնոլիտ,2.8 Մ,Վերանորոգված,56 Ք.Մ.,3,12/14
1607,152822,Երևան, Կենտրոն, Հյուսիսային պող,"680,000","5,313",1,Մոնոլիտ,3 Մ,Վերանորոգված,128 Ք.Մ.,3,5/9
1608,152826,Երևան, Դավթաշեն, Տիգրան Պետրոսյան փող.,"255,000","2,339",1,Մոնոլիտ,3 Մ,Վերանորոգված,109 Ք.Մ.,3,3/5
1609,152833,Երևան, Կենտրոն, Աբովյան փող,"630,000","3,150",2,Քարե,3 Մ,Լավ,200 Ք.Մ.,5,4/6
1610,152891,Երևան, Կենտրոն, Սայաթ-Նովայի պող,"300,000","3,750",1,Քարե,2.8 Մ,Վերանորոգված,80 Ք.Մ.,3,8/8
1611,152868,Երևան, Կենտրոն, Կողբացու փող,"680,000","6,071",2,Մոնոլիտ,3 Մ,Զրոյական,112 Ք.Մ.,4,15/17
1612,152897,Երևան, Դավթաշեն, Դավթաշեն 3 թաղ,"320,000","2,133",2,Մոնոլիտ,3 Մ,Վերանորոգված,150 Ք.Մ.,4,3/5
1613,152898,Երևան, Կենտրոն, Ձորափի փող,"540,000","3,068",2,Մոնոլիտ,3 Մ,Վերանորոգված,176 Ք.Մ.,3,12/16
1614,152905,Երևան, Քանաքեռ-Զեյթուն, Կ. Ուլնեցու փող.,"357,000","2,497",2,Մոնոլիտ,3 Մ,Վերանորոգված,143 Ք.Մ.,3,7/9
1615,153037,Երևան, Կենտրոն, Բուզանդի փող,"300,000","4,412",1,Մոնոլիտ,3 Մ,Վերանորոգված,68 Ք.Մ.,3,2/16
1616,153659,Երևան, Կենտրոն, Ռոստոմի փող,"480,000","3,840",2,Մոնոլիտ,3 Մ,Լավ,125 Ք.Մ.,4,12/15
1617,153026,Երևան, Կենտրոն, Ա.Մանուկյան փող,"1,200,000","3,053",3,Մոնոլիտ,3 Մ,Վերանորոգված,393 Ք.Մ.,6,1/8
1618,153025,Երևան, Դավթաշեն, Դավթաշեն 2 թաղ,"120,000","2,400",1,Մոնոլիտ,2.8 Մ,Վերանորոգված,50 Ք.Մ.,2,3/5
1619,148719,Երևան, Արաբկիր, Բարբյուսի փող,"170,000","2,179",1,Քարե,3 Մ,Վերանորոգված,78 Ք.Մ.,3,4/5
1620,150973,Երևան, Կենտրոն, Տիգրան Մեծի պող,"195,000","2,826",1,Քարե,3 Մ,Վերանորոգված,69 Ք.Մ.,3,2/5
1621,153695,Երևան, Կենտրոն, Մ․ Մելքոնյան փող,"230,000","2,584",2,Մոնոլիտ,3 Մ,Վերանորոգված,89 Ք.Մ.,3,2/16
1622,149085,Երևան, Արաբկիր, Արղության փող,"245,000","3,063",2,Մոնոլիտ,3.2 Մ,Վերանորոգված,80 Ք.Մ.,3,9/14
1623,153687,Երևան, Աջափնյակ, Հալաբյան փող,"150,000","1,531",1,Պանելային,2.8 Մ,Զրոյական,98 Ք.Մ.,4,3/14
1624,153548,Երևան, Քանաքեռ-Զեյթուն, Սևակի փող,"115,000","2,447",1,Մոնոլիտ,3 Մ,Վերանորոգված,47 Ք.Մ.,2,6/16
1625,151572,Երևան, Դավթաշեն, Միկոյան փող,"185,000","2,467",1,Մոնոլիտ,3 Մ,Վերանորոգված,75 Ք.Մ.,3,17/18
1626,151542,Երևան, Արաբկիր, Ն. Տիգրանյան փող փակ,"170,000","2,881",1,Մոնոլիտ,3 Մ,Վերանորոգված,59 Ք.Մ.,2,10/12
1627,149232,Երևան, Նոր Նորք, Նանսենի փող,"220,000","2,178",2,Մոնոլիտ,3 Մ,Վերանորոգված,101 Ք.Մ.,4,8/14
1628,151521,Երևան, Կենտրոն, Արամի փող,"350,000","5,469",1,Մոնոլիտ,3 Մ,Վերանորոգված,64 Ք.Մ.,2,5/9
1629,153588,Երևան, Կենտրոն, Ծիծեռնակաբերդի խճուղի,"360,000","3,077",1,Մոնոլիտ,3 Մ,Վերանորոգված,117 Ք.Մ.,3,9/11
1630,147497,Երևան, Կենտրոն, Իսահակյան փող,"370,000","5,286",1,Քարե,3 Մ,Լավ,70 Ք.Մ.,2,2/5
1631,149588,Երևան, Կենտրոն, Մաշտոցի պող,"455,000","5,112",1,Քարե,3.2 Մ,Լավ,89 Ք.Մ.,3,3/4
1632,140276,Երևան, Արաբկիր, Արաբկիր 17րդ փող,"350,000","2,215",3,Մոնոլիտ,3 Մ,Վերանորոգված,158 Ք.Մ.,4,6/8
1633,147415,Երևան, Կենտրոն, Պուշկինի փող,"280,000","3,784",1,Մոնոլիտ,3 Մ,Վերանորոգված,74 Ք.Մ.,3,8/8
1634,153383,Երևան, Կենտրոն, Նալբանդյան փող,"170,000","4,857",1,Քարե,3.2 Մ,Վերանորոգված,35 Ք.Մ.,2,5/5
1635,149077,Երևան, Կենտրոն, Անտառային փող,"1,500,000","5,000",3,Մոնոլիտ,3.8 Մ,Վերանորոգված,300 Ք.Մ.,5,5/5
1636,149078,Երևան, Կենտրոն, Բուզանդի փող,"395,000","3,692",1,Քարե,3 Մ,Վերանորոգված,107 Ք.Մ.,4,5/5
1637,136770,Երևան, Կենտրոն, Անտառային փող,"210,000","3,043",1,Մոնոլիտ,2.8 Մ,Վերանորոգված,69 Ք.Մ.,2,2/14
1638,151083,Երևան, Կենտրոն, Եկմալյան փող,"270,000","3,857",1,Մոնոլիտ,3 Մ,Վերանորոգված,70 Ք.Մ.,2,7/9
1639,146611,Երևան, Կենտրոն, Թամանյան փող,"550,000","6,471",1,Քարե,3.2 Մ,Լավ,85 Ք.Մ.,3,5/6
1640,150918,Երևան, Կենտրոն, Սայաթ-Նովայի պող,"360,000","4,000",1,Պանելային,2.8 Մ,Լավ,90 Ք.Մ.,3,12/12
1641,149215,Երևան, Քանաքեռ-Զեյթուն, Կ. Ուլնեցու փող.,"120,000","2,034",1,Այլ,3 Մ,Զրոյական,59 Ք.Մ.,2,11/16
1642,137149,Երևան, Աջափնյակ, Շինարարների փող,"85,000","1,349",1,Պանելային,2.8 Մ,Վերանորոգված,63 Ք.Մ.,3,7/13
1643,153664,Երևան, Նորք Մարաշ, Այգեստանի 11րդ փողոց,"140,805","1,929",1,Մոնոլիտ,2.8 Մ,Զրոյական,73 Ք.Մ.,2,2/5
1644,151418,Երևան, Արաբկիր, Վ.Փափազյան փող,"98,000","2,178",1,Քարե,2.8 Մ,Վերանորոգված,45 Ք.Մ.,2,5/5
1645,132236,Երևան, Նորք Մարաշ, Խանզադյան փող,"163,000","1,895",1,Մոնոլիտ,3 Մ,Վերանորոգված,86 Ք.Մ.,3,2/11
1646,116089,Երևան, Ավան, Ծարավ Աղբյուրի փող.,"560,000","2,353",3,Մոնոլիտ,3 Մ,Վերանորոգված,238 Ք.Մ.,5,4/4
1647,151407,Երևան, Կենտրոն, Սարյան փող,"175,000","3,500",1,Քարե,2.8 Մ,Զրոյական,50 Ք.Մ.,2,2/5
1648,146765,Երևան, Արաբկիր, Վ.Փափազյան փող,"450,000","3,600",2,Մոնոլիտ,3 Մ,Վերանորոգված,125 Ք.Մ.,3,3/15
1649,150559,Երևան, Մալաթիա-Սեբաստիա, Լենինգրադյան փ,"190,000","2,065",1,Մոնոլիտ,3 Մ,Զրոյական,92 Ք.Մ.,3,17/18
1650,150833,Երևան, Կենտրոն, Խորենացու փող,"199,000","2,764",2,Պանելային,2.8 Մ,Վերանորոգված,72 Ք.Մ.,3,5/9
1651,149112,Երևան, Կենտրոն, Աբովյան փող,"310,000","4,189",1,Քարե,3.2 Մ,Լավ,74 Ք.Մ.,3,3/5
1652,151125,Երևան, Արաբկիր, Ազատության պող,"150,000","3,125",1,Քարե,3 Մ,Վերանորոգված,48 Ք.Մ.,2,4/5
1653,153661,Երևան, Կենտրոն, Ռոստոմի փող,"480,000","3,840",2,Մոնոլիտ,3 Մ,Լավ,125 Ք.Մ.,4,12/15
1654,153658,Երևան, Կենտրոն, Արշակունյաց պող,"600,000","4,054",2,Մոնոլիտ,3 Մ,Վերանորոգված,148 Ք.Մ.,4,10/18
1655,153656,Երևան, Կենտրոն, Արշակունյաց պող,"600,000","4,054",2,Մոնոլիտ,3 Մ,Լավ,148 Ք.Մ.,4,10/18
1656,153457,Երևան, Արաբկիր, Ազատության պող,"275,000","1,978",2,Պանելային,3 Մ,Վերանորոգված,139 Ք.Մ.,4,2/9
1657,153443,Երևան, Կենտրոն, Արշակունյաց պող,"168,000","2,471",1,Մոնոլիտ,3 Մ,Զրոյական,68 Ք.Մ.,2,11/14
1658,153434,Երևան, Արաբկիր, Մամիկոնյանց փող,"199,000","2,163",2,Քարե,2.8 Մ,Վերանորոգված,92 Ք.Մ.,3,2/5
1659,153413,Երևան, Կենտրոն, Լեոի փող,"700,000","5,147",4,Մոնոլիտ,3 Մ,Վերանորոգված,136 Ք.Մ.,3,10/16
1660,153415,Երևան, Արաբկիր, Մալխասյանց փող,"158,000","2,079",2,Մոնոլիտ,3 Մ,Զրոյական,76 Ք.Մ.,3,4/14
1661,148026,Երևան, Նոր Նորք, Բաղյան փող,"145,000","2,685",1,Մոնոլիտ,3 Մ,Վերանորոգված,54 Ք.Մ.,2,2/8
1662,153405,Երևան, Կենտրոն, Ե. Քոչար փող,"192,000","1,422",2,Պանելային,2.8 Մ,Լավ,135 Ք.Մ.,4,2/9
1663,153370,Երևան, Արաբկիր,,"380,000","2,754",2,Մոնոլիտ,3 Մ,Լավ,138 Ք.Մ.,3,10/17
1664,153368,Երևան, Քանաքեռ-Զեյթուն, Ներսիսյան փող.,"240,000","2,000",2,Մոնոլիտ,3.2 Մ,Վերանորոգված,120 Ք.Մ.,4,9/10
1665,153365,Երևան, Կենտրոն, Հին երևանցու փող,"250,000","2,577",1,Պանելային,2.8 Մ,Վերանորոգված,97 Ք.Մ.,3,3/10
1666,153356,Երևան, Կենտրոն, Գ.Լուսավորիչ փող,"133,000","3,023",1,Քարե,2.8 Մ,Վերանորոգված,44 Ք.Մ.,2,2/5
1667,153367,Երևան, Արաբկիր, Արղության փող,"260,000","2,708",2,Մոնոլիտ,3 Մ,Վերանորոգված,96 Ք.Մ.,4,13/14
1668,153336,Երևան, Կենտրոն,,"235,000","3,917",1,Մոնոլիտ,3.2 Մ,Վերանորոգված,60 Ք.Մ.,1,4/9
1669,153344,Երևան, Կենտրոն, Պարոնյան փող,"360,000","3,495",2,Մոնոլիտ,3 Մ,Վերանորոգված,103 Ք.Մ.,3,6/11
1670,153331,Երևան, Կենտրոն, Ձորափի փող,"710,000","3,901",2,Մոնոլիտ,3 Մ,Վերանորոգված,182 Ք.Մ.,5,5/14
1671,153320,Երևան, Դավթաշեն, Դավթաշեն 4 թաղ,"150,000","2,308",1,Մոնոլիտ,3 Մ,Վերանորոգված,65 Ք.Մ.,3,9/16
1672,153323,Երևան, Կենտրոն, Խորենացու փող,"290,000","3,333",2,Քարե,3.2 Մ,Լավ,87 Ք.Մ.,3,5/5
1673,153277,Երևան, Դավթաշեն, Տիգրան Պետրոսյան փող.,"155,000","2,061",1,Մոնոլիտ,3 Մ,Վերանորոգված,75.2 Ք.Մ.,3,8/11
1674,153237,Երևան, Կենտրոն, Զաքյան փող,"250,000","3,968",2,Մոնոլիտ,3 Մ,Լավ,63 Ք.Մ.,2,5/5
1675,153225,Երևան, Կենտրոն, Անտառային փող,"400,000","2,740",2,Մոնոլիտ,3 Մ,Վերանորոգված,146 Ք.Մ.,3,5/5
1676,153175,Երևան, Արաբկիր, Ադոնց փող,"274,000","2,825",2,Մոնոլիտ,2.8 Մ,Վերանորոգված,97 Ք.Մ.,3,4/8
1677,153150,Երևան, Դավթաշեն, Միկոյան փող,"136,000","2,125",1,Մոնոլիտ,2.8 Մ,Վերանորոգված,64 Ք.Մ.,2,9/12
1678,153131,Երևան, Կենտրոն, Հերացու փող,"130,000","1,970",1,Քարե,2.8 Մ,Զրոյական,66 Ք.Մ.,2,5/8
1679,149468,Երևան, Կենտրոն, Սարյան փող,"400,000","4,000",2,Քարե,3.2 Մ,Վերանորոգված,100 Ք.Մ.,3,3/4
1680,153106,Երևան, Կենտրոն, Մաշտոցի պող,"252,000","3,150",1,Քարե,2.8 Մ,Վերանորոգված,80 Ք.Մ.,3,3/4
1681,153102,Երևան, Դավթաշեն, Ձոր 1 թաղամաս,"230,000","2,300",2,Մոնոլիտ,3 Մ,Վերանորոգված,100 Ք.Մ.,3,2/5
1682,153100,Երևան, Կենտրոն, Մ․ Մելքոնյան փող,"180,000","1,818",1,Մոնոլիտ,3 Մ,Վերանորոգված,99 Ք.Մ.,3,14/17
1683,153640,Երևան, Կենտրոն, Քաջազնունու փող,"245,000","2,952",1,Քարե,2.8 Մ,Լավ,83 Ք.Մ.,3,3/9
1684,153634,Երևան, Կենտրոն, Իսրաելյան փող,"280,000","2,642",1,Քարե,2.8 Մ,Լավ,106 Ք.Մ.,1,6/9
1685,153630,Երևան, Կենտրոն, Անտառային փող,"570,000","3,434",2,Մոնոլիտ,3 Մ,Վերանորոգված,166 Ք.Մ.,4,6/8
1686,153116,Երևան, Արաբկիր, Կոմիտասի պող,"690,000","3,000",4,Մոնոլիտ,3.2 Մ,Վերանորոգված,230 Ք.Մ.,4,13/13
1687,153542,Երևան, Կենտրոն, Արշակունյաց պող,"180,000","3,529",1,Մոնոլիտ,3 Մ,Վերանորոգված,51 Ք.Մ.,2,6/16
1688,153493,Երևան, Կենտրոն, Անտառային փող,"112,000","3,027",1,Մոնոլիտ,3 Մ,Վերանորոգված,37 Ք.Մ.,2,7/8
1689,153478,Երևան, Կենտրոն, Թումանյան փող,"300,000","4,167",1,Մոնոլիտ,2.8 Մ,Վերանորոգված,72 Ք.Մ.,2,4/10
1690,153472,Երևան, Դավթաշեն, Սասնա Ծռեր փող.,"180,000","2,727",1,Մոնոլիտ,3 Մ,Վերանորոգված,66 Ք.Մ.,2,6/18
1691,153471,Երևան, Կենտրոն, Պարոնյան փող,"137,000","2,015",1,Այլ,3.2 Մ,Վերանորոգված,68 Ք.Մ.,2,3/4
1692,153470,Երևան, Կենտրոն, Եկմալյան փող,"480,000","3,664",2,Մոնոլիտ,3 Մ,Վերանորոգված,131 Ք.Մ.,3,5/13
1693,153643,Երևան, Կենտրոն, Քաջազնունու փող,"245,000","2,952",1,Քարե,2.8 Մ,Վերանորոգված,83 Ք.Մ.,3,3/9
1694,153637,Երևան, Կենտրոն, Իսրաելյան փող,"280,000","2,642",2,Քարե,2.8 Մ,Լավ,106 Ք.Մ.,3,6/9
1695,153618,Երևան, Արաբկիր, Ղափանցյան փող,"95,000","1,484",1,Քարե,2.8 Մ,Լավ,64 Ք.Մ.,2,4/5
1696,153558,Երևան, Քանաքեռ-Զեյթուն, Ազատության պող,"95,000","1,267",1,Քարե,2.6 Մ,Լավ,75 Ք.Մ.,3,4/4
1697,115358,Երևան, Արաբկիր, Կոմիտասի պող,"600,000","2,703",3,Մոնոլիտ,3 Մ,Վերանորոգված,222 Ք.Մ.,4,11/11
1698,141079,Երևան, Արաբկիր, Բաբայան փող,"155,000","2,981",1,Մոնոլիտ,3 Մ,Վերանորոգված,52 Ք.Մ.,2,1/3
1699,139638,Երևան, Կենտրոն, Սարմենի փող,"290,000","2,042",2,Քարե,2.8 Մ,Վերանորոգված,142 Ք.Մ.,3,5/7
1700,139596,Երևան, Կենտրոն, Եկմալյան փող,"380,000","6,333",1,Մոնոլիտ,3 Մ,Վերանորոգված,60 Ք.Մ.,2,8/18
1701,136586,Երևան, Կենտրոն, Արգիշտի փող,"118,000","3,189",1,Մոնոլիտ,3 Մ,Վերանորոգված,37 Ք.Մ.,1,9/15
1702,136662,Երևան, Արաբկիր, Կոմիտասի պող,"270,000","2,935",1,Մոնոլիտ,3 Մ,Վերանորոգված,92 Ք.Մ.,2,11/17
